,time,易安音乐社,拾又之国,怦然心动,无啼,御伽草子,卡珊德拉
34,2018-08-27 12:23,262260,119477,185483,150656,139451,139983
35,2018-08-27 12:24,262270,119477,185485,150656,139451,139984
36,2018-08-27 12:25,262281,119478,185489,150656,139451,139984
37,2018-08-27 12:26,262295,119479,185492,150657,139451,139985
38,2018-08-27 12:27,262306,119480,185493,150657,139452,139985
39,2018-08-27 12:28,262316,119480,185497,150657,139452,139985
40,2018-08-27 12:29,262327,119482,185500,150659,139453,139986
41,2018-08-27 12:30,262340,119482,185501,150659,139453,139986
42,2018-08-27 12:31,262346,119483,185503,150659,139453,139986
43,2018-08-27 12:32,262349,119483,185505,150659,139453,139986
44,2018-08-27 12:33,262357,119483,185512,150659,139453,139986
45,2018-08-27 12:34,262365,119484,185515,150660,139453,139988
46,2018-08-27 12:35,262377,119484,185520,150660,139453,139988
47,2018-08-27 12:36,262392,119484,185523,150660,139453,139988
48,2018-08-27 12:37,262401,119485,185526,150660,139453,139989
49,2018-08-27 12:38,262408,119485,185532,150660,139453,139989
50,2018-08-27 12:39,262412,119486,185534,150661,139454,139990
51,2018-08-27 12:40,262415,119488,185539,150661,139454,139990
52,2018-08-27 12:41,262429,119488,185543,150662,139454,139990
53,2018-08-27 12:42,262436,119488,185550,150662,139454,139990
54,2018-08-27 12:43,262445,119488,185553,150663,139454,139990
55,2018-08-27 12:44,262463,119488,185554,150663,139454,139990
56,2018-08-27 12:45,262474,119489,185556,150663,139454,139990
57,2018-08-27 12:46,262487,119489,185558,150663,139454,139990
58,2018-08-27 12:47,262506,119489,185561,150663,139454,139991
59,2018-08-27 12:48,262508,119489,185564,150663,139454,139991
60,2018-08-27 12:49,262510,119489,185567,150663,139454,139991
61,2018-08-27 12:50,262514,119490,185570,150664,139454,139992
62,2018-08-27 12:51,262528,119491,185574,150665,139455,139994
63,2018-08-27 12:52,262530,119491,185576,150665,139455,139994
64,2018-08-27 12:53,262539,119491,185576,150665,139455,139994
65,2018-08-27 12:54,262545,119491,185585,150665,139455,139994
66,2018-08-27 12:55,262555,119491,185587,150665,139455,139994
67,2018-08-27 12:56,262561,119491,185592,150666,139455,139995
68,2018-08-27 12:57,262567,119491,185594,150666,139455,139995
69,2018-08-27 12:58,262568,119491,185598,150666,139455,139995
70,2018-08-27 12:59,262580,119491,185601,150666,139455,139995
71,2018-08-27 13:00,262594,119491,185602,150666,139455,139995
72,2018-08-27 13:01,262602,119491,185606,150666,139455,139995
73,2018-08-27 13:02,262604,119492,185606,150666,139455,139995
74,2018-08-27 13:03,262611,119492,185609,150666,139455,139995
75,2018-08-27 13:04,262613,119492,185609,150667,139456,139995
76,2018-08-27 13:05,262618,119492,185611,150667,139456,139995
77,2018-08-27 13:06,262626,119492,185613,150667,139456,139995
78,2018-08-27 13:07,262632,119493,185613,150668,139457,139996
79,2018-08-27 13:08,262633,119494,185614,150668,139457,139996
80,2018-08-27 13:09,262645,119494,185615,150668,139457,139996
81,2018-08-27 13:10,262664,119494,185619,150668,139457,139996
82,2018-08-27 13:11,262679,119494,185623,150668,139457,139996
83,2018-08-27 13:12,262689,119495,185631,150668,139457,139996
84,2018-08-27 13:13,262700,119495,185643,150668,139457,139996
85,2018-08-27 13:14,262720,119495,185649,150668,139457,139996
86,2018-08-27 13:15,262757,119495,185650,150669,139457,139996
87,2018-08-27 13:16,262777,119495,185653,150669,139457,139996
88,2018-08-27 13:17,262797,119495,185662,150669,139457,139996
89,2018-08-27 13:18,262818,119496,185665,150669,139457,139996
90,2018-08-27 13:19,262822,119496,185671,150669,139457,139996
91,2018-08-27 13:20,262829,119496,185679,150670,139458,139997
92,2018-08-27 13:21,262835,119496,185682,150670,139458,139997
93,2018-08-27 13:22,262837,119496,185685,150670,139458,139997
94,2018-08-27 13:23,262845,119496,185690,150670,139458,139997
95,2018-08-27 13:24,262882,119497,185697,150670,139458,139997
96,2018-08-27 13:25,262904,119497,185698,150670,139458,139997
97,2018-08-27 13:26,262912,119500,185701,150671,139459,139998
98,2018-08-27 13:27,262932,119500,185704,150671,139459,139998
99,2018-08-27 13:28,262947,119501,185711,150672,139461,139999
100,2018-08-27 13:29,262962,119501,185712,150672,139461,140000
101,2018-08-27 13:30,262984,119501,185717,150672,139461,140000
102,2018-08-27 13:31,262998,119502,185720,150672,139461,140001
103,2018-08-27 13:32,263008,119502,185722,150672,139461,140001
104,2018-08-27 13:33,263030,119502,185727,150672,139461,140001
105,2018-08-27 13:34,263062,119502,185728,150672,139461,140001
106,2018-08-27 13:35,263089,119503,185730,150672,139461,140001
107,2018-08-27 13:36,263110,119503,185738,150672,139461,140002
108,2018-08-27 13:37,263139,119503,185741,150672,139461,140002
109,2018-08-27 13:38,263177,119503,185747,150672,139461,140002
110,2018-08-27 13:39,263196,119503,185752,150672,139461,140003
111,2018-08-27 13:40,263230,119503,185755,150672,139461,140003
112,2018-08-27 13:41,263245,119503,185764,150672,139461,140004
113,2018-08-27 13:42,263253,119504,185769,150672,139461,140005
114,2018-08-27 13:44,263273,119504,185771,150672,139461,140005
115,2018-08-27 13:45,263289,119505,185772,150673,139462,140006
116,2018-08-27 13:46,263307,119505,185775,150673,139462,140006
117,2018-08-27 13:47,263329,119505,185778,150673,139462,140007
118,2018-08-27 13:48,263348,119505,185782,150673,139462,140007
119,2018-08-27 13:49,263368,119505,185786,150673,139462,140007
120,2018-08-27 13:50,263379,119505,185789,150673,139462,140007
121,2018-08-27 13:51,263417,119506,185789,150673,139462,140007
122,2018-08-27 13:52,263445,119507,185796,150673,139462,140007
123,2018-08-27 13:53,263473,119507,185798,150673,139462,140007
124,2018-08-27 13:54,263508,119507,185800,150673,139462,140007
125,2018-08-27 13:55,263540,119508,185803,150673,139462,140007
126,2018-08-27 13:56,263554,119508,185807,150673,139462,140007
127,2018-08-27 13:57,263563,119509,185808,150673,139462,140007
128,2018-08-27 13:58,263579,119509,185809,150673,139462,140007
129,2018-08-27 13:59,263607,119509,185810,150673,139462,140007
130,2018-08-27 14:00,263631,119509,185810,150673,139462,140007
131,2018-08-27 14:01,263650,119598,185811,150673,139462,140007
132,2018-08-27 14:02,263669,119738,185811,150673,139462,140007
133,2018-08-27 14:03,263693,119863,185812,150673,139462,140007
134,2018-08-27 14:04,263708,120006,185814,150673,139462,140007
135,2018-08-27 14:05,263732,120140,185814,150673,139462,140008
136,2018-08-27 14:06,263760,120267,185816,150673,139462,140008
137,2018-08-27 14:07,263784,120391,185819,150673,139462,140008
138,2018-08-27 14:08,263807,120524,185825,150673,139462,140009
139,2018-08-27 14:09,263832,120654,185828,150673,139462,140009
140,2018-08-27 14:10,263856,120786,185829,150673,139462,140009
141,2018-08-27 14:11,263875,120914,185830,150673,139462,140009
142,2018-08-27 14:12,263895,121055,185830,150673,139462,140009
143,2018-08-27 14:13,263914,121199,185830,150673,139462,140009
144,2018-08-27 14:14,263925,121333,185832,150674,139462,140010
145,2018-08-27 14:15,263927,121466,185834,150674,139462,140010
146,2018-08-27 14:16,263947,121606,185839,150674,139462,140010
147,2018-08-27 14:17,263972,121737,185842,150674,139462,140010
148,2018-08-27 14:18,263999,121884,185842,150674,139462,140010
149,2018-08-27 14:19,264022,122014,185843,150674,139462,140010
150,2018-08-27 14:20,264057,122153,185848,150675,139464,140011
151,2018-08-27 14:21,264086,122283,185853,150675,139464,140012
152,2018-08-27 14:22,264116,122405,185855,150675,139464,140012
153,2018-08-27 14:23,264144,122544,185860,150675,139464,140012
154,2018-08-27 14:24,264166,122668,185863,150675,139464,140012
155,2018-08-27 14:25,264189,122813,185863,150675,139464,140012
156,2018-08-27 14:26,264212,122942,185865,150675,139464,140012
157,2018-08-27 14:27,264242,123069,185867,150675,139464,140012
158,2018-08-27 14:28,264282,123196,185867,150675,139464,140012
159,2018-08-27 14:29,264307,123328,185870,150675,139464,140012
160,2018-08-27 14:30,264340,123458,185871,150675,139464,140012
161,2018-08-27 14:31,264376,123594,185874,150675,139464,140012
162,2018-08-27 14:32,264415,123733,185877,150675,139464,140012
163,2018-08-27 14:33,264454,123865,185877,150675,139464,140012
164,2018-08-27 14:34,264485,123996,185881,150675,139464,140012
165,2018-08-27 14:35,264528,124133,185882,150675,139464,140012
166,2018-08-27 14:36,264577,124255,185885,150675,139464,140012
167,2018-08-27 14:37,264620,124389,185887,150675,139464,140013
168,2018-08-27 14:38,264657,124525,185895,150675,139464,140013
169,2018-08-27 14:39,264675,124666,185899,150675,139464,140013
170,2018-08-27 14:40,264691,124800,185902,150675,139464,140013
171,2018-08-27 14:41,264715,124927,185905,150675,139464,140013
172,2018-08-27 14:42,264741,125068,185905,150675,139464,140013
173,2018-08-27 14:43,264774,125199,185905,150675,139464,140013
174,2018-08-27 14:44,264813,125330,185906,150675,139464,140013
175,2018-08-27 14:45,264848,125469,185911,150675,139464,140013
176,2018-08-27 14:46,264892,125605,185921,150675,139464,140013
177,2018-08-27 14:47,264928,125748,185930,150675,139464,140013
178,2018-08-27 14:48,264966,125884,185935,150675,139464,140013
179,2018-08-27 14:49,265002,126017,185939,150675,139464,140013
180,2018-08-27 14:50,265026,126151,185943,150676,139465,140014
181,2018-08-27 14:51,265049,126285,185947,150677,139466,140015
182,2018-08-27 14:52,265072,126416,185952,150678,139466,140016
183,2018-08-27 14:53,265090,126556,185955,150679,139467,140017
184,2018-08-27 14:54,265093,126693,185962,150680,139468,140018
185,2018-08-27 14:55,265094,126831,185968,150680,139468,140018
186,2018-08-27 14:56,265104,126960,185970,150680,139468,140018
187,2018-08-27 14:57,265130,127107,185974,150680,139468,140018
188,2018-08-27 14:58,265159,127249,185979,150681,139469,140019
189,2018-08-27 14:59,265170,127393,185982,150682,139470,140020
190,2018-08-27 15:00,265175,127532,185986,150682,139470,140020
191,2018-08-27 15:01,265187,127651,185987,150683,139471,140021
192,2018-08-27 15:02,265201,127787,185989,150684,139472,140022
193,2018-08-27 15:03,265216,127910,185990,150685,139472,140023
194,2018-08-27 15:04,265229,128049,185992,150685,139472,140023
195,2018-08-27 15:05,265240,128180,185994,150685,139472,140023
196,2018-08-27 15:06,265242,128312,185997,150686,139472,140024
197,2018-08-27 15:07,265255,128439,185998,150686,139472,140024
198,2018-08-27 15:08,265275,128584,185998,150686,139472,140025
199,2018-08-27 15:09,265294,128727,186000,150686,139472,140025
200,2018-08-27 15:10,265316,128864,186000,150687,139472,140026
201,2018-08-27 15:11,265332,128996,186001,150687,139472,140026
202,2018-08-27 15:12,265346,129125,186001,150687,139472,140026
203,2018-08-27 15:13,265363,129265,186007,150688,139472,140027
204,2018-08-27 15:14,265379,129404,186021,150688,139472,140027
205,2018-08-27 15:15,265395,129538,186028,150688,139472,140027
206,2018-08-27 15:16,265410,129678,186030,150688,139472,140027
207,2018-08-27 15:17,265425,129814,186033,150688,139472,140027
208,2018-08-27 15:18,265441,129949,186037,150690,139472,140029
209,2018-08-27 15:19,265459,130086,186039,150690,139472,140029
210,2018-08-27 15:20,265478,130220,186040,150690,139472,140030
211,2018-08-27 15:21,265493,130349,186041,150691,139472,140030
212,2018-08-27 15:22,265510,130479,186042,150691,139472,140030
213,2018-08-27 15:23,265526,130613,186044,150692,139472,140031
214,2018-08-27 15:24,265540,130745,186044,150692,139472,140031
215,2018-08-27 15:25,265558,130877,186046,150692,139472,140031
216,2018-08-27 15:26,265575,131005,186048,150692,139472,140031
217,2018-08-27 15:27,265593,131133,186051,150692,139472,140031
218,2018-08-27 15:28,265601,131268,186054,150692,139472,140031
219,2018-08-27 15:29,265601,131400,186056,150692,139472,140031
220,2018-08-27 15:30,265601,131538,186058,150692,139472,140031
